mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,sampleRate,bitDepth,fileLength,numChannels,favorite,mediaComments
MC-002_20240301_180000.WAV,MC-002,activityDetection,2024-03-01T18:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_180000.WAV,False,MC-002_20240301_180000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_183000.WAV,MC-002,activityDetection,2024-03-01T18:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_183000.WAV,False,MC-002_20240301_183000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_190000.WAV,MC-002,activityDetection,2024-03-01T19:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_190000.WAV,False,MC-002_20240301_190000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_193000.WAV,MC-002,activityDetection,2024-03-01T19:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_193000.WAV,False,MC-002_20240301_193000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_200000.WAV,MC-002,activityDetection,2024-03-01T20:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_200000.WAV,False,MC-002_20240301_200000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_203000.WAV,MC-002,activityDetection,2024-03-01T20:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_203000.WAV,False,MC-002_20240301_203000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_210000.WAV,MC-002,activityDetection,2024-03-01T21:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_210000.WAV,False,MC-002_20240301_210000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_213000.WAV,MC-002,activityDetection,2024-03-01T21:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_213000.WAV,False,MC-002_20240301_213000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_220000.WAV,MC-002,activityDetection,2024-03-01T22:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_220000.WAV,False,MC-002_20240301_220000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_223000.WAV,MC-002,activityDetection,2024-03-01T22:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_223000.WAV,False,MC-002_20240301_223000.WAV,audio/WAV,48000,16,60.0,1,,
